"MTurkCode","total_fac","total_con","goal","out_fac_m","out_fac_sd","out_con_m","out_con_sd","in_fac_m","in_fac_sd","in_con_m","in_con_sd","out_net","in_net","listNum","priority","total_goal","goalType","conflict","connectedness","instrumentality"
"AJDHPRCJ985C7",1.65,2.15,1,1.5,1,3,2.45,2.5,3,2.75,2.06,-1.5,-0.25,5,3,4,"recurrance",3,3,3
"AJDHPRCJ985C7",1.65,2.15,2,3.75,2.5,1,0,1,0,1,0,2.75,0,5,4,4,"recurrance",1,6,6
"AJDHPRCJ985C7",1.65,2.15,3,1,0,1.5,1,2,1.15,1.5,1,-0.5,0.5,5,1,4,"short-term",3,2,4
"AJDHPRCJ985C7",1.65,2.15,4,1,0,2.5,1.73,1,0,2,1.41,-1.5,-1,5,2,4,"recurrance",3,1,3
"AJDHPRCJ985C7",1.65,2.15,5,1,0,2.75,1.71,1.75,1.5,3.5,2.08,-1.75,-1.75,5,5,4,"long-term",5,4,2
"A2NAKIXS3DVGAA",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"recurrance",1,1,2
"A3NXT3OVGL7QNR",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"long-term",1,3,6
"A2ESBX4C2Q6TQY",3.8,1,1,5.5,3,1,0,5,1.83,1,0,4.5,4,5,1,5,"short-term",1,7,7
"A2ESBX4C2Q6TQY",3.8,1,2,3.25,2.87,1,0,3.5,3,1,0,2.25,2.5,5,2,5,"long-term",1,4,6
"A2ESBX4C2Q6TQY",3.8,1,3,3.5,1,1,0,1.75,1.5,1,0,2.5,0.75,5,3,5,"long-term",1,1,1
"A2ESBX4C2Q6TQY",3.8,1,4,3.5,2.89,1,0,4.5,3,1,0,2.5,3.5,5,4,5,"long-term",1,7,7
"A2ESBX4C2Q6TQY",3.8,1,5,3.25,2.87,1,0,4.25,2.75,1,0,2.25,3.25,5,5,5,"recurrance",1,1,1
"A36ZURENFWTYOZ",1.3,1.9,1,1,0,1,0,1,0,1.75,1.5,0,-0.75,5,4,7,"long-term",1,4,2
"A36ZURENFWTYOZ",1.3,1.9,2,2.5,3,1.75,0.96,1,0,1.75,1.5,0.75,-0.75,5,3,7,"long-term",2,4,7
"A36ZURENFWTYOZ",1.3,1.9,3,1,0,1.25,0.5,1,0,2,1.41,-0.25,-1,5,2,7,"short-term",3,1,1
"A36ZURENFWTYOZ",1.3,1.9,4,1,0,1,0,1,0,3,2.16,0,-2,5,5,7,"recurrance",1,2,5
"A36ZURENFWTYOZ",1.3,1.9,5,1,0,4.5,1,2.5,3,1,0,-3.5,1.5,5,1,7,"short-term",1,2,7
"A2LU3430Q972IN",1.5,1,1,1,0,1,0,2.5,0.71,1,0,0,1.5,3,1,3,"short-term",2,1,5
"A2LU3430Q972IN",1.5,1,2,1.5,0.71,1,0,1,0,1,0,0.5,0,3,2,3,"short-term",1,4,7
"A2LU3430Q972IN",1.5,1,3,2,1.41,1,0,1,0,1,0,1,0,3,3,3,"short-term",2,4,2
"A21ZYTE6WOKUA",3.17,5.42,1,1,0,6,1.73,4,3,5,3.46,-5,-1,4,4,2,"long-term",1,1,7
"A21ZYTE6WOKUA",3.17,5.42,2,6,1.73,3.67,3.06,3,1.73,5,3.46,2.33,-2,4,3,2,"long-term",1,3,7
"A21ZYTE6WOKUA",3.17,5.42,3,2,1.73,5,3.46,3.67,3.06,5.67,2.31,-3,-2,4,2,2,"long-term",4,1,7
"A21ZYTE6WOKUA",3.17,5.42,4,3.67,0.58,7,0,2,1.73,6,1.73,-3.33,-4,4,1,2,"short-term",5,4,7
"A1B5SSGMTAQ9B5",2.5,1,1,4,NA,1,NA,1,NA,1,NA,3,0,2,1,2,"short-term",1,5,2
"A1B5SSGMTAQ9B5",2.5,1,2,1,NA,1,NA,4,NA,1,NA,0,3,2,2,2,"short-term",5,3,3
"A2CYMT8T33U6EE",1.65,1.7,1,1.25,0.5,1.75,0.96,1.25,0.5,2.5,1.73,-0.5,-1.25,5,5,4,"recurrance",3,4,3
"A2CYMT8T33U6EE",1.65,1.7,2,1.25,0.5,1.25,0.5,2.75,2.22,1,0,0,1.75,5,4,4,"recurrance",1,3,3
"A2CYMT8T33U6EE",1.65,1.7,3,2.5,2.38,2.25,1.5,1,0,1.75,0.96,0.25,-0.75,5,1,4,"recurrance",5,5,7
"A2CYMT8T33U6EE",1.65,1.7,4,2.25,2.5,2.25,1.5,1,0,2,1.15,0,-1,5,2,4,"recurrance",4,1,3
"A2CYMT8T33U6EE",1.65,1.7,5,1,0,1,0,2.25,2.5,1.25,0.5,0,1,5,3,4,"recurrance",1,5,6
"A3BE3KXD518TZ4",3,1.17,1,4,4.24,1.5,0.71,4,4.24,1,0,2.5,3,3,2,3,"short-term",3,4,6
"A3BE3KXD518TZ4",3,1.17,2,1,0,1,0,1,0,1,0,0,0,3,1,3,"recurrance",1,1,5
"A3BE3KXD518TZ4",3,1.17,3,4,4.24,1,0,4,4.24,1.5,0.71,3,2.5,3,3,3,"long-term",1,5,7
"A3QSFE6GKO157S",7,1,1,7,NA,1,NA,7,NA,1,NA,6,6,2,2,2,"recurrance",1,7,5
"A3QSFE6GKO157S",7,1,2,7,NA,1,NA,7,NA,1,NA,6,6,2,1,2,"recurrance",1,7,6
"A3CAF7LTD3ORSG",3.17,1,1,3.5,3.54,1,0,5,1.41,1,0,2.5,4,3,1,3,"short-term",2,6,6
"A3CAF7LTD3ORSG",3.17,1,2,2.5,2.12,1,0,1,0,1,0,1.5,0,3,3,3,"short-term",1,1,7
"A3CAF7LTD3ORSG",3.17,1,3,3.5,3.54,1,0,3.5,3.54,1,0,2.5,2.5,3,2,3,"recurrance",1,2,6
"A47VCO946DO5K",3.67,1,1,3,2.83,1,0,3,2.83,1,0,2,2,3,1,3,"short-term",1,4,7
"A47VCO946DO5K",3.67,1,2,3,2.83,1,0,3,2.83,1,0,2,2,3,3,3,"long-term",1,2,1
"A47VCO946DO5K",3.67,1,3,5,0,1,0,5,0,1,0,4,4,3,2,3,"long-term",1,3,1
"A1M8BYIP0KZJZX",2.75,1.95,1,4.5,2.52,1.25,0.5,3.75,2.75,1.25,0.5,3.25,2.5,5,3,7,"short-term",3,5,7
"A1M8BYIP0KZJZX",2.75,1.95,2,3,2.31,2.75,1.71,3.25,2.63,2,1.41,0.25,1.25,5,2,7,"long-term",1,1,2
"A1M8BYIP0KZJZX",2.75,1.95,3,1,0,1,0,1,0,1.5,1,0,-0.5,5,4,7,"short-term",1,2,4
"A1M8BYIP0KZJZX",2.75,1.95,4,2.5,2.38,2.25,1.26,3.75,2.75,2.25,1.26,0.25,1.5,5,1,7,"short-term",2,5,7
"A1M8BYIP0KZJZX",2.75,1.95,5,2.75,2.87,2.5,1.73,2,2,2.75,2.06,0.25,-0.75,5,5,7,"long-term",1,5,5
"A1D7IULWFI8PB1",3.17,2,1,4,4.24,2.5,0.71,1,0,2,1.41,1.5,-1,3,1,3,"long-term",1,2,7
"A1D7IULWFI8PB1",3.17,2,2,3.5,3.54,1.5,0.71,5,2.83,1.5,0.71,2,3.5,3,2,3,"short-term",1,4,5
"A1D7IULWFI8PB1",3.17,2,3,2,1.41,2,1.41,3.5,3.54,2.5,0.71,0,1,3,3,3,"short-term",1,2,2
"A33RI08QRVG5Q0",1.2,1.2,1,1.5,1,1,0,1.25,0.5,1,0,0.5,0.25,5,3,5,"recurrance",1,6,5
"A33RI08QRVG5Q0",1.2,1.2,2,1.25,0.5,1.25,0.5,1.75,0.96,1,0,0,0.75,5,1,5,"recurrance",1,6,6
"A33RI08QRVG5Q0",1.2,1.2,3,1.25,0.5,1.25,0.5,1,0,1.25,0.5,0,-0.25,5,2,5,"recurrance",2,6,5
"A33RI08QRVG5Q0",1.2,1.2,4,1,0,1.25,0.5,1,0,1,0,-0.25,0,5,5,5,"recurrance",2,3,3
"A33RI08QRVG5Q0",1.2,1.2,5,1,0,1.25,0.5,1,0,1.75,0.5,-0.25,-0.75,5,4,5,"recurrance",2,3,3
"A1IJ56N5Z4TT46",4.4,2.3,1,5.5,0.58,1.5,0.58,6,0,2,0,4,4,5,1,5,"recurrance",3,6,6
"A1IJ56N5Z4TT46",4.4,2.3,2,4.75,0.96,2,0,3.5,1.91,3.25,0.96,2.75,0.25,5,2,5,"recurrance",NA,6,6
"A1IJ56N5Z4TT46",4.4,2.3,3,4,2.31,3,1.15,4,1.41,2.25,1.26,1,1.75,5,4,5,"short-term",2,2,3
"A1IJ56N5Z4TT46",4.4,2.3,4,3.75,2.06,3,1.15,3,1.83,2,1.41,0.75,1,5,5,5,"short-term",3,2,2
"A1IJ56N5Z4TT46",4.4,2.3,5,4,2.16,2,0.82,5.5,0.58,2,0,2,3.5,5,3,5,"recurrance",3,6,6
"A196O7GQLD3S2J",4.5,2.17,1,5,1.41,1.5,0.71,5,1.41,1,0,3.5,4,3,1,3,"short-term",2,4,7
"A196O7GQLD3S2J",4.5,2.17,2,5,1.41,2.5,2.12,4.5,2.12,2.5,2.12,2.5,2,3,2,3,"recurrance",1,4,6
"A196O7GQLD3S2J",4.5,2.17,3,3.5,0.71,2.5,2.12,4,0,3,1.41,1,1,3,3,3,"recurrance",5,1,6
"A2WJMGV0HKQG3Z",3,1,1,4,4.24,1,0,4,4.24,1,0,3,3,3,2,3,"recurrance",1,1,1
"A2WJMGV0HKQG3Z",3,1,2,1,0,1,0,1,0,1,0,0,0,3,3,3,"long-term",1,1,5
"A2WJMGV0HKQG3Z",3,1,3,4,4.24,1,0,4,4.24,1,0,3,3,3,1,3,"recurrance",1,1,7
"A1AZLJ3R5FQ9B7",1.67,1.67,1,1,0,1,0,2,0,3,0,0,-1,3,1,3,"long-term",1,1,4
"A1AZLJ3R5FQ9B7",1.67,1.67,2,2.5,0.71,2,1.41,1,0,1,0,0.5,0,3,3,3,"recurrance",1,1,4
"A1AZLJ3R5FQ9B7",1.67,1.67,3,1.5,0.71,2,1.41,2,1.41,1,0,-0.5,1,3,2,3,"recurrance",1,1,6
"A2EMTSJS47K8SU",2.17,2.17,1,3,2.83,2.5,2.12,2,1.41,2.5,2.12,0.5,-0.5,3,2,3,"long-term",4,4,7
"A2EMTSJS47K8SU",2.17,2.17,2,2.5,0.71,1,0,3,2.83,1.5,0.71,1.5,1.5,3,1,3,"recurrance",1,3,7
"A2EMTSJS47K8SU",2.17,2.17,3,1,0,3,1.41,1.5,0.71,2.5,2.12,-2,-1,3,3,3,"short-term",4,4,3
"A1WQACYPLESVGL",2.05,2.7,1,1.25,0.5,3.5,1.73,2.5,1.29,3,0.82,-2.25,-0.5,5,1,6,"short-term",3,6,6
"A1WQACYPLESVGL",2.05,2.7,2,2,1.41,2.25,0.5,2,1.15,1,0,-0.25,1,5,3,6,"short-term",3,7,5
"A1WQACYPLESVGL",2.05,2.7,3,2.5,0.58,2.5,1.29,2.75,0.96,3,1.15,0,-0.25,5,4,6,"recurrance",2,6,6
"A1WQACYPLESVGL",2.05,2.7,4,3,0.82,2,0.82,1.5,0.58,3.75,0.5,1,-2.25,5,5,6,"recurrance",2,6,6
"A1WQACYPLESVGL",2.05,2.7,5,1.5,0.58,3.25,1.5,1.5,0.58,2.75,1.5,-1.75,-1.25,5,2,6,"short-term",3,5,6
"A1ZT30BGR3266K",5,2,1,5,NA,2,NA,5,NA,2,NA,3,3,2,1,2,"recurrance",2,4,4
"A1ZT30BGR3266K",5,2,2,5,NA,2,NA,5,NA,2,NA,3,3,2,2,2,"recurrance",2,4,3
"A37PUSY6CJ7TQ0",2.2,1.45,1,2.75,2.36,1,0,2.25,1.26,1.5,0.58,1.75,0.75,5,4,6,"short-term",1,3,3
"A37PUSY6CJ7TQ0",2.2,1.45,2,2.25,1.89,1.5,1,1,0,1.5,1,0.75,-0.5,5,2,6,"long-term",2,6,7
"A37PUSY6CJ7TQ0",2.2,1.45,3,1.5,0.58,1.75,0.96,2,2,1.25,0.5,-0.25,0.75,5,1,6,"short-term",3,4,2
"A37PUSY6CJ7TQ0",2.2,1.45,4,2.5,1.73,2,0.82,3.5,1.91,2,1.15,0.5,1.5,5,5,6,"short-term",3,3,2
